Customer_Id,Username,CreditScore,CreditScore,Region,Gender,Age,Tenure,Balance,NumofProduct,HasCard,ActiveMember,EstimatedSalary,Exited
15729599,Lorenzo,804,High,Spain,Male,33,7,76548,1,0,1,98453,No
15717426,Armstrong,850,High,France,Male,36,7,0,1,1,1,40812,No
15585768,Cameron,582,Below Average,Germany,Male,41,6,70349,2,0,1,178074,No
15619360,Hsiao,472,Below Average,Spain,Male,40,4,0,1,1,0,70154,No
15738148,Clarke,465,Below Average,France,Female,51,8,122522,1,0,0,181297,Yes
15687946,Osborne,556,Below Average,France,Female,61,2,117419,1,1,1,94153,No
15755196,Lavine,834,High,France,Female,49,2,131394,1,0,0,194365,Yes
15684171,Bianchi,660,Above Average,Spain,Female,61,5,155931,1,1,1,158338,No
15754849,Tyler,776,High,Germany,Female,32,4,109421,2,1,1,126517,No
15602280,Martin,829,High,Germany,Female,27,9,112045,1,1,1,119708,Yes
15771573,Okagbue,637,Below Average,Germany,Female,39,9,137843,1,1,1,117622,Yes
15766205,Yin,550,Below Average,Germany,Male,38,2,103391,1,0,1,90878,No
15771873,Buccho,776,High,Germany,Female,37,2,103769,2,1,0,194099,No
15616550,Chidiebele,698,Above Average,Germany,Male,44,10,116363,2,1,0,198059,No
15768193,Trevisani,585,Below Average,Germany,Male,36,5,146050,2,0,0,86424,No
15683553,O'Brien,788,High,France,Female,33,5,0,2,0,0,116978,No
15702298,Parkhill,655,Above Average,Germany,Male,41,8,125561,1,0,0,164040,Yes
15569590,Yoo,601,Below Average,Germany,Male,42,1,98495,1,1,0,40014,Yes
15760861,Phillipps,619,Below Average,France,Male,43,1,125211,1,1,1,113410,No
15630053,Tsao,656,Above Average,France,Male,45,5,127864,1,1,0,87107,No
15647091,Endrizzi,725,High,Germany,Male,19,0,75888,1,0,0,45613,No
15623944,T'ien,511,Below Average,Spain,Female,66,4,0,1,1,0,1643,Yes
15804771,Velazquez,614,Below Average,France,Male,51,4,40685,1,1,1,46775,No
15651280,Hunter,742,High,Germany,Male,35,5,136857,1,0,0,84509,No
15773469,Clark,687,Above Average,Germany,Female,27,9,152328,2,0,0,126494,No
15702014,Jeffrey,555,Below Average,Spain,Male,33,1,56084,2,0,0,178798,No
15751208,Pirozzi,684,Above Average,Spain,Male,56,8,78707,1,1,1,99398,No
15592461,Jackson,603,Below Average,Germany,Male,26,4,109166,1,1,1,92840,No
15789484,Hammond,751,High,Germany,Female,36,6,169831,2,1,1,27758,No
15696061,Brownless,581,Below Average,Germany,Female,34,1,101633,1,1,0,110431,No
15641582,Chibugo,735,High,Germany,Male,43,10,123180,2,1,1,196673,No
15638424,Glauert,661,Above Average,Germany,Female,35,5,150725,2,0,1,113656,No
15755648,Pisano,675,Above Average,France,Female,21,8,98373,1,1,0,18203,No
15703793,Konovalova,738,High,Germany,Male,58,2,133745,4,1,0,28373,Yes
15620344,McKee,813,High,France,Male,29,6,0,1,1,0,33953,No
15812518,Palermo,657,Above Average,Spain,Female,37,0,163607,1,0,1,44203,No
15779052,Ballard,604,Below Average,Germany,Female,25,5,157780,2,1,1,58426,No
15770811,Wallace,519,Below Average,France,Male,36,9,0,2,0,1,145562,No
15780961,Cavenagh,735,High,France,Female,21,1,178718,2,1,0,22388,No
15614049,Hu,664,Above Average,France,Male,55,8,0,2,1,1,139161,No
15662085,Read,678,Above Average,France,Female,32,9,0,1,1,1,148210,No
15575185,Bushell,757,High,Spain,Male,33,5,77253,1,0,1,194239,No
15803136,Postle,416,Below Average,Germany,Female,41,10,122189,2,1,0,98301,No
15706021,Buley,665,Above Average,France,Female,34,1,96645,2,0,0,171413,No
15663706,Leonard,777,High,France,Female,32,2,0,1,1,0,136458,Yes
15641732,Mills,543,Below Average,France,Female,36,3,0,2,0,0,26019,No
15701164,Onyeorulu,506,Below Average,France,Female,34,4,90307,1,1,1,159235,No
15738751,Beit,493,Below Average,France,Female,46,4,0,2,1,0,1907,No
15805254,Ndukaku,652,Above Average,Spain,Female,75,10,0,2,1,1,114675,No
15762418,Gant,750,High,Spain,Male,22,3,121681,1,1,0,128643,Yes
15625759,Rowley,729,High,France,Male,30,9,0,2,1,0,151869,No
15622897,Sharpe,646,Below Average,France,Female,46,4,0,3,1,0,93251,Yes
15767954,Osborne,635,Below Average,Germany,Female,28,3,81623,2,1,1,156791,No
15757535,Heap,647,Below Average,Spain,Female,44,5,0,3,1,1,174205,Yes
15731511,Ritchie,808,High,France,Male,45,7,118626,2,1,0,147132,No
15809248,Cole,524,Below Average,France,Female,36,10,0,2,1,0,109614,No
15640635,Capon,769,High,France,Male,29,8,0,2,1,1,172290,No
15676966,Capon,730,High,Spain,Male,42,4,0,2,0,1,85982,No
15699461,Fiorentini,515,Below Average,Spain,Male,35,10,176273,1,0,1,121277,No
15738721,Graham,773,High,Spain,Male,41,9,102827,1,0,1,64595,No
15693683,Yuille,814,High,Germany,Male,29,8,97086,2,1,1,197276,No
15604348,Allard,710,High,Spain,Male,22,8,0,2,0,0,99645,No
15633059,Fanucci,413,Below Average,France,Male,34,9,0,2,0,0,6534,No
15808582,Fu,665,Above Average,France,Female,40,6,0,1,1,1,161848,No
15743192,Hung,623,Below Average,France,Female,44,6,0,2,0,0,167162,No
15580146,Hung,738,High,France,Male,31,9,82674,1,1,0,41970,No
15776605,Bradley,528,Below Average,Spain,Male,36,7,0,2,1,0,60536,No
15804919,Dunbabin,670,Above Average,Spain,Female,65,1,0,1,1,1,177655,Yes
15613854,Mauldon,622,Below Average,Spain,Female,46,4,107073,2,1,1,30984,Yes
15599195,Stiger,582,Below Average,Germany,Male,32,1,88938,1,1,1,10054,No
15812878,Parsons,785,High,Germany,Female,36,2,99806,1,0,1,36976,No
15602312,Walkom,605,Below Average,Spain,Male,33,5,150092,1,0,0,71862,No
15744689,T'ang,479,Below Average,Germany,Male,35,9,92833,1,1,0,99449,Yes
15803526,Eremenko,685,Above Average,Germany,Male,30,3,90536,1,0,1,63082,No
15665790,Rowntree,538,Below Average,Germany,Male,39,7,108055,2,1,0,27231,No
15715951,Thorpe,562,Below Average,France,Male,42,2,100238,1,0,0,86797,No
15591100,Chiemela,675,Above Average,Spain,Male,36,9,106190,1,0,1,22994,No
15609618,Fanucci,721,High,Germany,Male,28,9,154475,2,0,1,101300,Yes
15675522,Ko,628,Below Average,Germany,Female,30,9,132351,2,1,1,74169,No
15705512,Welch,668,Above Average,Germany,Female,37,6,167864,1,1,0,115638,No
15698028,Duncan,506,Below Average,France,Female,41,1,0,2,1,0,31766,No
15661670,Chidozie,524,Below Average,Germany,Female,31,8,107818,1,1,0,199725,Yes
15600781,Wu,699,Above Average,Germany,Male,34,4,185173,2,1,0,120834,No
15682472,Culbreth,828,High,France,Male,34,8,129433,2,0,0,38131,No
15580203,Kennedy,674,Above Average,Spain,Male,39,6,120193,1,0,0,100130,No
15690673,Cameron,656,Above Average,France,Female,39,6,0,2,1,0,141069,No
15760085,Calabresi,684,Above Average,Germany,Female,48,10,126384,1,1,1,198129,No
15779659,Zetticci,625,Below Average,France,Female,28,3,0,1,0,0,183646,No
15627360,Fuller,432,Below Average,France,Male,42,9,152603,1,1,0,110265,Yes
15671137,MacDonald,549,Below Average,France,Female,52,1,0,1,0,1,8636,Yes
15782688,Piccio,625,Below Average,Germany,Male,56,0,148507,1,1,0,46824,Yes
15575492,Kennedy,828,High,France,Female,41,7,0,2,1,0,171378,No
15591607,Fernie,770,High,France,Male,24,9,101827,1,1,0,167256,No
15740404,He,758,High,France,Female,34,3,0,2,1,1,124226,No
15718369,Kaodilinakachukwu,795,High,Germany,Female,33,9,130862,1,1,1,114935,No
15677871,Cocci,687,Above Average,France,Male,38,9,122570,1,1,1,35608,No
15642004,Alekseeva,686,Above Average,France,Male,25,1,0,2,0,1,16459,No
15712543,Chinweike,789,High,Germany,Male,39,7,124828,2,1,1,124411,No
15584518,Arthur,589,Below Average,Germany,Female,50,5,144895,2,1,1,34941,No
15802381,Li,461,Below Average,Germany,Female,34,5,63663,1,0,1,167784,No
15610156,Ma,637,Below Average,France,Male,40,2,133463,1,0,1,93165,No
15594408,Chia,584,Below Average,Spain,Female,48,2,213146,1,1,0,75161,Yes
15640905,Vasin,579,Below Average,Spain,Female,35,1,129490,2,0,1,8590,Yes
15698932,Groves,756,High,Germany,Male,44,10,137452,1,1,0,189543,No
15724944,Tien,663,Above Average,France,Male,34,7,0,2,1,1,180427,No
15628145,Forwood,682,Above Average,France,Female,43,5,125851,1,1,1,193318,No
15713483,Greeves,793,High,Spain,Male,52,2,0,1,1,0,159123,Yes
15612350,Taylor,691,Above Average,France,Female,31,5,40915,1,1,0,126213,Yes
15800703,Madukwe,485,Below Average,Spain,Female,21,5,113157,1,1,1,54141,No
15705707,Bennelong,635,Below Average,Spain,Female,29,8,138296,2,1,0,141075,No
15754105,Olisanugo,650,Above Average,France,Male,37,5,106967,1,0,0,24495,No
15703264,Chukwufumnanya,735,High,France,Male,44,9,120681,1,1,0,74836,No
15794413,Harris,416,Below Average,France,Male,32,0,0,2,0,1,878,No
15650237,Morgan,754,High,Spain,Female,32,7,0,2,1,0,89520,No
15759618,Alexeeva,535,Below Average,France,Female,48,9,0,1,1,0,149892,Yes
15811589,Metcalfe,716,High,Spain,Male,42,8,0,2,1,0,180800,No
15689044,Humphries,539,Below Average,France,Male,37,2,127609,1,1,0,98646,No
15709368,Milne,614,Below Average,France,Female,43,6,0,2,1,1,109041,No
15679145,Chou,706,High,Spain,Male,57,7,0,1,1,0,17941,Yes
15655007,Li,758,High,France,Female,33,7,0,2,0,0,82996,No
15623595,Clayton,586,Below Average,Spain,Female,28,2,0,2,1,1,92067,No
15589975,Maclean,646,Below Average,France,Female,73,6,97259,1,0,1,104719,No
15804017,Chigolum,631,Below Average,Germany,Female,33,4,123246,1,0,0,112687,No
15692132,Wilkinson,717,High,Spain,Female,22,6,101060,1,0,1,84699,No
15641122,Wei,684,Above Average,France,Male,30,2,0,2,1,0,83473,No
15630910,Treacy,800,High,France,Female,49,7,108007,1,0,0,47125,No
15680772,Hu,721,High,Spain,Female,36,2,0,2,1,1,106977,No
15658929,Taverner,683,Above Average,Spain,Male,29,0,133702,1,1,0,55582,Yes
15585388,Sherman,660,Above Average,Germany,Male,31,9,125189,2,1,1,139874,No
15724623,Taubman,704,High,Germany,Female,24,7,113034,1,1,0,162503,Yes
15588537,Robinson,615,Below Average,Spain,Female,41,9,109013,1,1,0,196499,No
15574692,Pinto,667,Above Average,Spain,Female,39,2,0,2,1,0,40721,Yes
15611325,Wood,682,Above Average,Germany,Male,24,9,57929,2,0,0,53134,No
15587562,Hawkins,484,Below Average,France,Female,29,4,130114,1,1,0,164017,No
15613172,Sun,628,Below Average,Germany,Male,27,5,95826,2,1,0,155996,No
15651022,Yost,480,Below Average,Germany,Male,44,10,129608,1,1,0,5472,Yes
15586310,Ting,578,Below Average,France,Male,30,4,169462,1,1,0,112187,No
15625524,Rowe,512,Below Average,France,Male,40,5,0,2,1,1,146457,No
15755209,Fu,484,Below Average,Spain,Female,35,7,133868,1,1,1,27286,No
15645248,Ho,510,Below Average,France,Female,30,0,0,2,1,1,130553,No
15790355,Okechukwu,606,Below Average,Germany,Male,36,5,190479,2,0,0,179351,No
15762615,Campbell,597,Below Average,Spain,Female,40,8,101993,1,0,1,94774,No
15625426,Ashbolt,754,High,Germany,Female,55,3,161608,1,1,0,8080,Yes
15716334,Rozier,850,High,Spain,Female,45,2,122311,1,1,1,19482,No
15789669,Hsia,510,Below Average,France,Male,65,2,0,2,1,1,48071,No
15621075,Ogbonnaya,778,High,Germany,Female,45,1,162150,2,1,0,174531,No
15810845,T'ang,636,Below Average,France,Male,42,2,0,2,1,1,55470,No
15719377,Cocci,804,High,France,Female,50,4,0,1,1,1,8546,Yes
15654506,Chang,514,Below Average,France,Male,32,8,0,2,1,0,95857,No
15771977,T'ao,730,High,France,Female,39,1,99010,1,1,0,194945,No
15708710,Ford,525,Below Average,Spain,Female,37,0,0,1,0,1,131521,No
15726676,Marshall,616,Below Average,Spain,Male,30,5,0,2,0,1,196108,No
15587421,Tsai,687,Above Average,Germany,Female,34,7,111388,2,1,0,148564,No
15726931,Onwumelu,715,High,France,Female,41,8,56214,2,0,0,92982,Yes
15771086,Graham,512,Below Average,France,Female,36,3,84327,2,1,0,17675,No
15756850,Golovanov,479,Below Average,France,Male,40,1,0,2,0,0,114996,No
15702741,Potts,601,Below Average,France,Male,32,8,93012,1,1,0,86957,No
15679200,Crawford,580,Below Average,Spain,Male,29,9,61710,2,1,0,128077,No
15594815,Aleshire,807,High,France,Male,35,3,174790,1,1,1,600,No
15635905,Moran,616,Below Average,Spain,Female,32,6,0,2,1,1,43001,No
15777892,Samsonova,721,High,Germany,Male,37,3,107720,1,1,1,158591,No
15656176,Jenkins,501,Below Average,France,Male,57,10,0,2,1,1,47847,No
15811127,Volkov,521,Below Average,France,Male,35,6,96423,1,1,0,10488,No
15604482,Chiemezie,850,High,Spain,Male,30,2,141040,1,1,1,5978,No
15622911,Jude,759,High,France,Male,42,4,105420,1,0,1,121409,No
15600974,He,516,Below Average,Spain,Male,50,5,0,1,0,1,146145,Yes
15727868,Onuora,711,High,France,Female,38,2,129022,2,1,1,14374,Yes
15627801,Ginikanwa,512,Below Average,Spain,Male,33,3,176666,1,1,0,94670,No
15773039,Ku,550,Below Average,France,Male,37,3,0,1,1,1,179670,No
15755262,McDonald,608,Below Average,Spain,Female,41,3,89763,1,0,0,199304,Yes
15679531,Collins,618,Below Average,France,Male,34,5,134954,1,1,1,151954,No
15684181,Hackett,643,Below Average,France,Male,45,5,0,1,1,0,142513,Yes
15612087,Dike,671,Above Average,France,Male,45,2,106376,1,0,1,158264,No
15752047,Trevisano,689,Above Average,Germany,Male,33,2,161814,2,1,0,169381,No
15624592,Tan,603,Below Average,France,Male,31,8,0,2,1,1,169915,No
15573152,Glassman,620,Below Average,France,Female,41,9,0,2,0,0,88852,No
15594917,Miller,676,Above Average,France,Female,34,1,63095,1,1,1,40645,No
15785542,Kornilova,572,Below Average,Germany,Male,26,4,118287,2,0,0,60427,No
15723488,Watson,668,Above Average,Germany,Male,47,7,106854,1,0,1,157959,Yes
15680920,Marchesi,695,Above Average,France,Male,46,7,49512,1,1,0,133007,No
15786308,Millar,730,High,Spain,Female,33,9,0,2,0,0,176576,No
15659366,Shih,807,High,France,Male,43,1,105799,2,1,0,34888,Yes
15774854,Fuller,592,Below Average,France,Male,54,8,0,1,1,1,28737,Yes
15725311,Hay,726,High,France,Female,31,9,114722,2,1,1,98178,No
15787155,Yang,514,Below Average,Spain,Male,30,7,0,1,0,1,125010,No
15727829,McIntyre,567,Below Average,France,Male,42,2,0,2,1,1,167984,No
15733247,Stevenson,850,High,France,Male,33,10,0,1,1,0,4861,Yes
15568748,Poole,671,Above Average,Germany,Male,45,6,99564,1,1,1,108872,Yes
15699029,Bagley,670,Above Average,France,Male,37,4,170557,2,1,0,198252,No
15774393,Ch'ien,694,Above Average,France,Female,30,9,0,2,1,1,26960,No
15676895,Cattaneo,547,Below Average,Germany,Female,39,6,74596,3,1,1,85746,Yes
15637753,O'Sullivan,751,High,Germany,Male,50,2,96888,1,1,0,77206,Yes
15605461,Lucas,594,Below Average,Germany,Female,29,3,130830,1,1,0,61048,No
15808473,Ringrose,673,Above Average,France,Male,72,1,0,2,0,1,111981,No
15627000,Freeman,610,Below Average,France,Male,40,0,0,2,1,0,62232,No
15787174,Sergeyev,512,Below Average,France,Female,37,1,0,2,0,1,156105,No
15723886,Fiore,767,High,Germany,Male,20,3,119714,2,0,1,150135,No
15704769,Smith,585,Below Average,France,Female,67,5,113978,2,0,1,93146,No
15772896,Dumetochukwu,763,High,Germany,Male,42,6,100160,1,1,0,33462,Yes
15711540,Pacheco,712,High,France,Female,29,2,0,1,1,1,144375,No
15764866,Synnot,539,Below Average,Germany,Female,43,3,116220,3,1,0,55803,Yes
15794056,Johnston,668,Above Average,France,Female,46,2,0,3,1,0,89048,Yes
15795149,Stevens,703,High,France,Male,28,2,81173,2,0,1,162812,No
15812009,Grant,662,Above Average,Spain,Male,38,4,0,2,1,0,136259,No
15651001,Tsao,725,High,Germany,Female,39,5,116803,1,1,0,124052,No
15813844,Barnes,703,High,France,Male,37,8,105961,2,0,1,74158,No
15596175,McIntosh,659,Above Average,Germany,Male,67,6,117411,1,1,1,45071,Yes
15576269,Madison,523,Below Average,Spain,Male,34,7,0,2,1,0,62030,No
15797219,Ifesinachi,635,Below Average,France,Female,40,10,123497,1,1,0,131953,Yes
15685500,Glazkov,772,High,Germany,Male,26,7,152400,2,1,0,79414,No
15599792,Dimauro,545,Below Average,France,Female,26,1,0,2,1,1,199638,No
15657566,Wieck,634,Below Average,Germany,Male,24,8,103097,1,1,1,157577,No
15772423,Liao,739,High,Germany,Male,54,8,126418,1,1,0,134420,Yes
15628112,Hughes,771,High,Germany,Female,36,5,77846,1,0,0,99805,No
15753754,Morrison,587,Below Average,Spain,Female,34,1,0,2,1,1,97932,No
15793726,Matveyeva,681,Above Average,France,Female,79,0,0,2,0,1,170968,No
15694717,Ku,544,Below Average,Germany,Male,37,2,79731,1,1,1,57558,No
15665834,Cheatham,696,Above Average,Spain,Male,28,8,0,1,0,0,176713,No
15765297,Yao,766,High,Spain,Male,41,0,0,2,0,1,34283,No
15636684,Kirkland,727,High,France,Male,34,10,0,2,1,1,198637,No
15592979,Rose,671,Above Average,Germany,Female,34,6,37266,2,0,0,156917,No
15750803,Jess,693,Above Average,France,Female,30,6,127992,1,1,1,50457,No
15607178,Welch,850,High,Germany,Male,38,3,54901,1,1,1,140075,No
15713853,Ifeajuna,732,High,Germany,Male,42,9,108748,2,1,1,65323,No
15673481,Morton,726,High,Spain,Female,48,6,99906,1,1,0,64323,No
15686776,Rossi,557,Below Average,France,Female,32,6,184686,2,1,0,14956,No
15673693,Reppert,682,Above Average,France,Female,26,0,110654,1,0,1,111879,No
15700696,Kang,738,High,Spain,Male,31,9,79019,1,1,1,18606,No
15813163,Ch'iu,531,Below Average,Spain,Female,36,9,99240,1,1,0,123137,No
15653857,Wallis,498,Below Average,France,Male,34,2,0,2,1,1,148528,No
15777076,Clark,651,Above Average,France,Male,36,7,0,2,1,0,13898,No
15717398,Fielding,549,Below Average,Spain,Female,39,7,0,1,0,0,81259,Yes
15799217,Zetticci,791,High,Germany,Female,35,7,52436,1,1,0,161051,No
15787071,Dulhunty,650,Above Average,Spain,Male,41,9,0,2,0,1,191599,No
15619955,Bevington,733,High,Germany,Male,34,3,100337,3,1,0,48559,Yes
15796505,Boyle,811,High,Germany,Female,34,1,149297,2,1,1,186339,No
15725166,Newton,707,High,France,Male,30,8,0,2,1,0,33159,No
15800116,Bowman,712,High,Germany,Male,28,4,145605,1,0,1,93883,No
15758685,Dubinina,706,High,Spain,Female,37,7,0,2,1,1,110899,No
15694456,Toscani,756,High,France,Male,62,3,0,1,1,1,11199,Yes
15767339,Chiazagomekpere,777,High,France,Female,53,10,0,2,1,0,189992,No
15683562,Allen,646,Below Average,France,Male,35,6,84026,1,0,1,164255,No
15782210,K'ung,714,High,France,Male,46,1,0,1,1,0,152167,Yes
15668893,Wilsmore,782,High,France,Male,39,8,0,2,1,1,33949,No
15669169,Hargreaves,775,High,Spain,Male,29,10,0,2,1,1,68143,No
15643024,Huang,479,Below Average,Germany,Male,35,4,138718,1,1,1,47251,Yes
15699389,Ch'ien,807,High,France,Male,42,7,118274,1,1,1,25885,No
15708608,Wallwork,799,High,France,Female,22,8,174185,2,0,1,192633,No
15626144,Chu,675,Above Average,France,Male,40,7,113208,2,1,0,34577,No
15573112,Kang,602,Below Average,Spain,Male,29,5,103907,1,1,0,161229,No
15790678,Davidson,475,Below Average,France,Female,32,8,119023,1,1,0,100816,No
15727556,O'Donnell,744,High,Spain,Female,26,5,166297,1,1,1,181694,No
15697307,Nnachetam,588,Below Average,Spain,Male,34,10,0,2,1,0,79078,No
15652266,Chidiebele,703,High,Germany,Male,42,9,63227,1,0,1,137316,No
15607098,Ahmed,747,High,Spain,Female,41,5,94521,2,1,0,194926,No
15655774,Booth,583,Below Average,France,Male,27,7,0,2,1,0,51285,No
15590241,Chuang,750,High,Spain,Female,34,9,112822,1,0,0,150401,Yes
15785819,Shao,681,Above Average,France,Male,38,3,0,2,1,1,112491,No
15723654,Tsao,773,High,France,Male,25,2,135903,1,1,0,73656,No
15774510,Tien,714,High,France,Female,31,4,125169,1,1,1,106636,No
15684173,Chang,687,Above Average,Spain,Female,44,7,0,3,1,0,155853,Yes
15650068,Johnson,511,Below Average,France,Male,58,0,149117,1,1,1,162599,No
15811490,French,627,Below Average,France,Male,33,5,0,2,1,1,103737,No
15803976,Efremov,694,Above Average,France,Female,31,10,0,2,1,0,160990,No
15682541,Hartley,616,Below Average,Spain,Female,36,6,132311,1,0,0,15462,No
15695699,Calabrese,687,Above Average,France,Male,35,8,0,2,1,0,10334,No
15624188,Chiu,712,High,France,Female,33,6,0,2,1,1,190686,No
15812191,Brennan,553,Below Average,France,Male,33,4,118082,1,0,0,94440,No
15636673,Onwuatuegwu,667,Above Average,France,Male,31,1,119266,1,1,1,28257,No
15594898,Hewitt,731,High,France,Male,43,2,0,1,1,1,170034,Yes
15660211,Shih,629,Below Average,Germany,Male,35,7,156847,2,1,0,31824,No
15773972,Balashov,614,Below Average,France,Male,50,4,137104,1,1,0,127166,Yes
15746726,Doyle,438,Below Average,Germany,Male,31,8,78398,1,1,0,44937,No
15712287,Pokrovskii,652,Above Average,France,Female,80,4,0,2,1,1,188603,No
15702919,Collins,729,High,Germany,Male,30,6,63669,1,1,0,145111,No
15674398,Russo,642,Below Average,France,Male,38,3,0,2,0,0,171463,No
15797960,Skinner,806,High,Germany,Female,59,0,135296,1,1,0,182822,No
15631868,Robertson,744,High,Spain,Male,36,2,153804,1,1,1,87213,No
15581539,Atkinson,474,Below Average,Spain,Male,37,3,0,2,0,0,57175,No
15662736,Doyle,559,Below Average,France,Male,49,2,147069,1,1,0,120540,Yes
15666252,Ritchie,706,High,Spain,Male,42,9,0,2,1,1,28714,No
15677512,McEncroe,628,Below Average,Spain,Female,22,3,0,1,1,0,85426,No
15626114,Pearson,429,Below Average,France,Male,24,4,95741,1,1,0,46170,No
15810834,Gordon,525,Below Average,Spain,Female,57,2,145965,1,1,1,64448,No
15678910,Ts'ai,680,Above Average,France,Female,30,8,141441,1,1,1,16278,No
15694408,Lung,749,High,France,Male,40,1,139290,1,1,0,182855,Yes
15585215,Yuan,763,High,France,Female,31,4,0,2,0,0,50404,No
15682757,Pardey,734,High,France,Male,30,3,0,2,1,0,107640,No
15736601,Tai,716,High,France,Male,35,4,144428,1,1,0,134132,No
15601848,Scott,594,Below Average,France,Male,35,2,0,2,1,0,103480,No
15736008,Hunter,644,Below Average,France,Female,46,9,95441,1,1,0,108761,Yes
15669064,Mazzanti,671,Above Average,Germany,Male,35,1,144848,1,1,1,179012,No
15624528,L?,664,Above Average,Germany,Male,26,7,116244,2,1,1,95145,No
15598493,Beach,656,Above Average,France,Male,50,7,0,2,0,1,72143,No
15601274,Hsieh,667,Above Average,Spain,Female,40,1,146502,1,1,0,19162,No
15702669,Faulkner,663,Above Average,Germany,Male,44,2,117028,2,0,1,144680,No
15728669,Knowles,584,Below Average,Germany,Female,30,8,112013,1,1,0,177772,Yes
15742668,Day,626,Below Average,Spain,Female,37,6,108269,1,1,0,5597,No
15697441,Hsueh,485,Below Average,France,Male,29,7,182123,1,1,0,116828,Yes
15740476,Tsao,659,Above Average,Germany,Female,32,3,150923,2,0,1,174652,No
15648064,Kennedy,649,Below Average,France,Male,33,2,0,2,1,0,2010,No
15636624,Nwabugwu,805,High,Spain,Female,39,5,165272,1,1,0,14109,Yes
15807923,Young,716,High,Germany,Female,39,10,115301,1,1,0,43527,Yes
15745844,Kerr,642,Below Average,Germany,Female,40,6,129502,2,0,1,86099,Yes
15786170,Tien,659,Above Average,France,Male,31,4,118342,1,0,0,161574,No
15681081,Marrero,545,Below Average,Spain,Female,47,5,0,2,1,1,38970,No
15684484,White,543,Below Average,France,Male,22,8,0,2,0,0,127587,No
15785869,Pisano,718,High,France,Female,25,7,0,2,1,0,30380,No
15763859,Brown,840,High,France,Female,43,7,0,2,1,0,90908,No
15658935,Freeman,630,Below Average,Germany,Female,34,9,106937,2,1,0,138275,No
15747358,Russell,643,Below Average,Germany,Male,59,3,170331,1,1,1,32171,No
15735203,Seleznyov,654,Above Average,Germany,Female,32,1,114510,1,1,1,126143,No
15576256,Yusupova,582,Below Average,France,Male,39,5,0,2,1,1,129892,No
15659420,Foley,659,Above Average,Spain,Male,32,3,107594,2,1,1,102416,No
15593365,Shih,762,High,Spain,Male,39,2,81273,1,1,1,18719,No
